
"Alert ID","SMARTS","ARTICLEID","PROPERTY","NAME","DESCRIPTION","PAGE","TABLE","LINE","COMMENT","SMARTS_DESCRIPTION","PUBMEDID","Publication"
"TA363","[$([OX2]1[CX4][CX4][CX3]1(=[OX1])),$([CX4]1[CX4][CX4][Sv6;X4](=[OX1])(=[OX1])[OX2]1)]","A9998","Genotoxic carcinogenicity, mutagenicity","Propiolactones or propiosultones","","-","-","-","","","18621573","2008 Benigni"
"TA364","[CX4]1[OX2,NX3][CX4]1","A9998","Genotoxic carcinogenicity, mutagenicity","Epoxides and aziridines","R = any atom/ group","-","-","-","","","18621573","2008 Benigni"
"TA365","[CX4;!H0][Br,Cl,I]","A9998","Genotoxic carcinogenicity, mutagenicity","Aliphatic halogens","R = any atom/ group; X = Cl, Br, I","-","-","-","","","18621573","2008 Benigni"
"TA366","[OX1]=[NX2][OX2][CX4]","A9998","Genotoxic carcinogenicity, mutagenicity","Alkyl nitrite","R = any alkyl group","-","-","-","-","R = alkyl carbon","18621573","2008 Benigni"
"TA367","[CX3]([!$([OH]);!$([O-])])(=[OX1])[CX3H1]=[CX3]([$([CH3]),$([CH2][CH3]),$([CH2][CH2][CH3]),$([CH]([CH3])[CH3]),$([CH2][CH2][CH2][CH3]),$([CH]([CH3])[CH2][CH3]),$([CH2][CH]([CH3])[CH3]),$([CH0]([CH3])([CH3])[CH3]),$([CH2][CH2][CH2][CH2][CH3]),$([CH]([CH3])[CH2][CH2][CH3]),$([CH2][CH]([CH3])[CH2][CH3]),$([CH2][CH2][CH]([CH3])[CH3]),$([CH]([CH2][CH3])[CH2][CH3]),$([CH]([CH3])[CH]([CH3])[CH3]),$([CH0]([CH3])([CH3])[CH2][CH3]),$([CH2][CH0]([CH3])([CH3])[CH3]),$([#1,#7,#8,F,Cl,Br,I,#15,#16,#5]),$([CH]=[CH][#6]);!$([a!r0])])[$([CH3]),$([CH2][CH3]),$([CH2][CH2][CH3]),$([CH]([CH3])[CH3]),$([CH2][CH2][CH2][CH3]),$([CH]([CH3])[CH2][CH3]),$([CH2][CH]([CH3])[CH3]),$([CH0]([CH3])([CH3])[CH3]),$([CH2][CH2][CH2][CH2][CH3]),$([CH]([CH3])[CH2][CH2][CH3]),$([CH2][CH]([CH3])[CH2][CH3]),$([CH2][CH2][CH]([CH3])[CH3]),$([CH]([CH2][CH3])[CH2][CH3]),$([CH]([CH3])[CH]([CH3])[CH3]),$([CH0]([CH3])([CH3])[CH2][CH3]),$([CH2][CH0]([CH3])([CH3])[CH3]),$([#1,#7,#8,F,Cl,Br,I,#15,#16,#5]),$([CH]=[CH][#6]);!$([a!r0])]","A9998","Genotoxic carcinogenicity, mutagenicity","?, ?-Unsaturated carbonyl","R1 and R2 = any atom/group, except alkyl chains with C>5 or aromatic rings; R = any atom/group, excep OH, O-","-","-","-","-","","18621573","2008 Benigni"
"TA368","[CX3]([H])(=[OX1])[#1,#6&!$([CX3]=[CX3])]","A9998","Genotoxic carcinogenicity, mutagenicity","Simple aldehyde","R = aliphatic or aromatic carbon; ?,?-unsaturated aldehydes are excluded","-","-","-","-","","18621573","2008 Benigni"
"TA369","[$([#6X3]1=,:[#6X3]-,:[#6X3](=[OX1])-,:[#6X3]=,:[#6X3]-,:[#6X3]1(=[OX1])),$([#6X3]1(=[OX1])-,:[#6X3](=[OX1])-,:[#6X3]=,:[#6X3]-,:[#6X3]=,:[#6X3]1)]","A9998","Genotoxic carcinogenicity, mutagenicity","Quinones","Any substance with the displayed substructures","-","-","-","-","","18621573","2008 Benigni"
"TA370","[NX3;!$([NX3](=[OX1])=[OX1]);!$([NX3+](=[OX1])[O-])][NX3;!$([NX3](=[OX1])=[OX1]);!$([NX3+](=[OX1])[O-])]","A9998","Genotoxic carcinogenicity, mutagenicity","Hydrazine","R = any atom/ group","-","-","-","-","","18621573","2008 Benigni"
"TA371","[$([C,#1][NX2]=[NX2][C,#1]),$([CX3]=[NX2+]=N),$([CX3]=[NX2+]=[NX1-]),$([CX3-][NX2+]#[NX1]),$([CX3][NX2]#[NX1]),$(C[NX2]=N(=O)[*]),$(C[NX2]=[N+]([O-])[*])]","A9998","Genotoxic carcinogenicity, mutagenicity","Aliphatic azo and azoxy","R1 = aliphatic carbon or hydrogen; R2, R3 = any atom/group; R4 = aliphatic carbon","-","-","-","-","","18621573","2008 Benigni"
"TA372","[NX2]=[CX2]=[OX1,Sv2X1]","A9998","Genotoxic carcinogenicity, mutagenicity","Isocyanate and isothiocyanate groups","R = any atom/ group","-","-","-","","","18621573","2008 Benigni"
"TA373","[NX3]([C,#1])([C,#1])[CX3](=[OX1,Sv2X1])[OX2,Sv2X2]C","A9998","Genotoxic carcinogenicity, mutagenicity","Alkyl carbamate   and  thiocarbamate","R = aliphatic carbon or hydrogen; R1 = aliphatic carbon","-","-","-","-","","18621573","2008 Benigni"
"TA374","[$([NX3][CX3](=[Sv2X1])[NX3]),$([CX3;!$(C[OH]);!$(C[SH]);!$(C[O-]);!$(C[S-]);!$(CO[#6])](=[Sv2X1])[NX3])]","A9998","Non-genotoxic carcinogenicity","Thiocarbonyl","R, R1, R2 = any atom/group; R3 = any atom/group except OH, SH, O-, S-; thiocarbamates are exclude","-","-","-","","","18621573","2008 Benigni"
"TA375","[$([cX3R3]),$([cX3;R1,R2,R3]1[cX3;R1,R2,R3][cX3;R1,R2,R3][cX3;R1,R2,R3][cX3;R2,R3]2[cX3;R2,R3]1[cX3;R1,R2,R3][cX3;R2,R3]3[cX3;R2,R3]([cX3;R1,R2,R3]2)[cX3;R1,R2,R3][cX3;R1,R2,R3][cX3;R1,R2,R3][cX3;R1,R2,R3]3)].[!$([n,o,s])]","A9998","Genotoxic carcinogenicity, mutagenicity","Polycyclic aromatic hydrocarbons","Three or more fused rings, not heteroaromatic","-","-","-","","","18621573","2008 Benigni"
"TA376","[$([aR3].[n,o,s]),$([$([aR2]([aR])([aR])([aR]))].[$([aR2]([aR])([aR])([aR]))].[$([aR2]([aR])([aR])([aR]))].[$([aR2]([aR])([aR])([aR]))].[n,o,s])]","A9998","Genotoxic carcinogenicity, mutagenicity","Heterocyclic polycyclic aromatic hydrocarbons","Three or more fused rings, heteroaromatic","-","-","-","","","18621573","2008 Benigni"
"TA377","NOT [!CX4!#1!F!Cl!Br!I] AND [CX4!R0][F,Cl,Br,I]","A9998","Non-genotoxic carcinogenicity","(Poly) Halogenated cycloalkanes","Any cycloalkane skeleton with three or more halogens directly bound to the same ring","-","-","-","-","","18621573","2008 Benigni"
"TA378","[#6][NX3][NX2]=[OX1]","A9998","Genotoxic carcinogenicity, mutagenicity","Alkyl and aryl N-nitroso groups","R1 = aliphatic or aromatic carbon; R2 = any atom/ group","-","-","-","-","","18621573","2008 Benigni"
"TA379","[$([NX2!R]=[NX2!R][NX3!R]),$([NX2]=[NX2+]=[NX1-]),$([NX2]=[NX2+]=N)]","A9998","Genotoxic carcinogenicity, mutagenicity","Azide and triazene groups","R = any atom/ group","-","-","-","-","","18621573","2008 Benigni"
"TA380","[NX3]([#1,C])([#1,C])[$([NX3+](=[OX1])[O-]),$([NX3](=O)=O)]","A9998","Genotoxic carcinogenicity, mutagenicity","Aliphatic N-nitro group","R = aliphatic carbon or hydrogen","-","-","-","","","18621573","2008 Benigni"
"TA381","C[CX3;H1]=[CX3;H1][OX2][#6]","A9998","Genotoxic carcinogenicity, mutagenicity","?, ?-Unsaturated aliphatic alkoxy group","R1 = any aliphatic carbon; R2 = aliphatic or aromatic carbon ","-","-","-","-","","18621573","2008 Benigni"
"TA382","[a!r0][NX2]=[OX1]","A9998","Genotoxic carcinogenicity, mutagenicity","Aromatic nitroso group","Ar = any aromatic/heteroaromatic ring","-","-","-","","","18621573","2008 Benigni"
"TA383","[O-][N+]1=CC=CC=C1","A9998","Genotoxic carcinogenicity, mutagenicity","Aromatic ring N-oxide","Any aromatic or heteroaromatic ring","-","-","-","","","18621573","2008 Benigni"
"TA384","[a!r0][$([NX3+](=[OX1])[O-]),$([NX3](=[OX1])=[OX1]);!$([NX3]a(a-[!#1])a-[!#1]);!$([NX3]aa-C(=[OX1])[OH]);!$([NX3]aa-[Sv6X4](=[OX1])(=[OX1])[OH]);!$([NX3]aaa-[Sv6X4](=[OX1])(=[OX1])[OH]);!$([NX3]aaaa-[Sv6X4](=[OX1])(=[OX1])[OH])]","A9998","Genotoxic carcinogenicity, mutagenicity","Nitro-aromatic","Ar = any aromatic/heteroaromatic ring; chemicals with ortho-disubstitution, or with an ortho carboxylic acid substituent with respect to the nitro-group are excluded; chemicals with a sulfonic acid group (-SO3H) on the same ring of the nitro-group are excluded","-","-","-","-","","18621573","2008 Benigni"
"TA385","[a!r0][$([NH2]),$([NX3][OX2H1]),$([NX3][OX2][CX3H1](=[OX1])),$([NX2]=[CH2]),$([NX2]=C=[OX1]);!$([NX3,NX2]a(a-[!#1])a-[!#1]);!$([NX3,NX2]aa-C(=[OX1])[OH]);!$([NX3,NX2]aa-[Sv6X4](=[OX1])(=[OX1])[OH]);!$([NX3,NX2]aaa-[Sv6X4](=[OX1])(=[OX1])[OH]);!$([NX3,NX2]aaaa-[Sv6X4](=[OX1])(=[OX1])[OH])]","A9998","Genotoxic carcinogenicity, mutagenicity","Primary aromatic amine, hydroxyl amine and its derived esters or amine generating group","Ar = any aromatic/heteroaromatic ring; R = any atom/group; chemicals with ortho-disubstitution, or with an ortho carboxylic acid substituent with respect to the amine-group are excluded; chemicals with a sulfonic acid group (-SO3H) on the same ring of the amino group are excluded","-","-","-","-","","18621573","2008 Benigni"
"TA386","[a!r0][$([NX3;H1][CH3]),$([NX3;H1][CH2][CH3]),$([NX3]([CH3])[CH3]),$([NX3]([CH3])[CH2][CH3]),$([NX3]([CH2][CH3])[CH2][CH3]);!$([NX3]a(a-[!#1])a-[!#1]);!$([NX3]aa-C(=[OX1])[OH]);!$([NX3]aa-[Sv6X4](=[OX1])(=[OX1])[OH]);!$([NX3]aaa-[Sv6X4](=[OX1])(=[OX1])[OH]);!$([NX3]aaaa-[Sv6X4](=[OX1])(=[OX1])[OH])]","A9998","Genotoxic carcinogenicity, mutagenicity","Aromatic mono- and dialkylamine","Ar = any aromatic/heteroaromatic ring; R1 = hydrogen, methyl, ethyl; R2 = methyl, ethyl; chemicals with ortho-disubstitution, or with an ortho carboxylic acid substituent are excluded; chemicals with a sulfonic acid group (-SO3H) on the same ring of the amino group are excluded","-","-","-","-","","18621573","2008 Benigni"
"TA387","[a!r0][$([NX3;H1]),$([NX3][CH3]);!$([NX3]a(a-[!#1])a-[!#1]);!$([NX3]aa-C(=[OX1])[OH]);!$([NX3]aa-[Sv6X4](=[OX1])(=[OX1])[OH]);!$([NX3]aaa-[Sv6X4](=[OX1])(=[OX1])[OH]);!$([NX3]aaaa-[Sv6X4](=[OX1])(=[OX1])[OH])][CX3](=[OX1])([$([#1]),$([CH3])])","A9998","Genotoxic carcinogenicity, mutagenicity","Aromatic N-acyl amine","Ar = any aromatic/heteroaromatic ring; R = hydrogen, methyl; chemicals with ortho-disubstitution, or with an ortho carboxylic acid substituent with respect to the N-acyl amine group are excluded; chemicals with a sulfonic acid group (-SO3H) on the same ring of the amino group are excluded","-","-","-","-","","18621573","2008 Benigni"
"TA388","[$([NX2]([a!r0])=[NX2][a!r0]);!$([NX2](aaS(=O)(=O)[OH])=[NX2]aaS(=O)(=O)[OH]);!$([NX2](aaS(=O)(=O)[OH])=[NX2]aaaS(=O)(=O)[OH]);!$([NX2](aaaS(=O)(=O)[OH])=[NX2]aaS(=O)(=O)[OH]);!$([NX2](aaS(=O)(=O)[OH])=[NX2]aaaaS(=O)(=O)[OH])!$([NX2](aaaaS(=O)(=O)[OH])=[NX2]aaS(=O)(=O)[OH]);!$([NX2](aaaS(=O)(=O)[OH])=[NX2]aaaS(=O)(=O)[OH]);!$([NX2](aaaS(=O)(=O)[OH])=[NX2]aaaaS(=O)(=O)[OH]);!$([NX2](aaaaS(=O)(=O)[OH])=[NX2]aaaS(=O)(=O)[OH]);!$([NX2](aaaaS(=O)(=O)[OH])=[NX2]aaaaS(=O)(=O)[OH])]","A9998","Genotoxic carcinogenicity, mutagenicity","Aromatic diazo","Ar = any aromatic/heteroaromatic atom; chemicals with sulfonic acid group at both ring  systems connected to the aromatic azo group are excluded","-","-","-","","","18621573","2008 Benigni"
"TA389","[$(c1cccc2c1oc(=O)cc2),$(C1=CC(=O)OC2=CC=CC=C12),$(C1=CC(=O)Oc2ccccc12)]","A9998","Genotoxic carcinogenicity, mutagenicity","Coumarins and furocoumarins","Any substance with the displayed substructure","-","-","-","-","","18621573","2008 Benigni"
"TA390","c1ccccc1[$([Br,Cl,F,I]);!$([Br,Cl,F,I]aa[Br,Cl,F,I]);!$([Br,Cl,F,I]aaa[Br,Cl,F,I]);!$([Br,Cl,F,I]aa([OH])a([OH])a[OH]);!$([Br,Cl,F,I]aaa([OH])a([OH])a[OH]);!$([Br,Cl,F,I]aa([OH])a([OH])aa[OH])]","A9998","Non-genotoxic carcinogenicity","Halogenated benzene","X = Br, Cl, F, I; chemicals with two halogens in ortho or meta are excluded;  chemicals with three or more hydroxyl groups are excluded","-","-","-","-","","18621573","2008 Benigni"
"TA391","[Br,Cl,F,I][$([cR1]1[cR1][cR1][cR1][cR1][cR1]1-[cR1]2[cR1][cR1][cR1][cR1][cR1]2),$([cR1]1[cR1][cR1][cR1][cR2]2[cR2]1[cR1][cR1][cR1][cR1]2)]","A9998","Non-genotoxic carcinogenicity","Halogenated PAH ","Ar = naphthalene, biphenyl, diphenyl; X = Br, Cl, F, I","-","-","-","","","18621573","2008 Benigni"
"TA392","[OR1]1[CR2]2=[CR1][CR1]=[CR1][CR1]=[CR2]2[OR1][CR2]3=[CR1][CR1]([F,Cl,Br,I])=[CR1][CR1]=[CR2]13","A9998","Non-genotoxic carcinogenicity","Halogenated dibenzodioxins","X = Br, Cl, F, I; only chemicals with at least one halogen in one of the four lateral positions are considered","-","-","-","","","18621573","2008 Benigni"
"TA393","[$([a!r0][NX3;H2]),$([a!r0][NX3;H1][CH3]),$([a!r0][NX3;H1][CH2][CH3])]","A9592","Genotoxic carcinogenicity, mutagenicity","Primary and secondary aromatic amines ","Ar = any aromatic/heteroaromatic ring; R = H, methyl, ethyl or activated methyl or ethyl","-","-","-","","","15935536","2005 Bailey"
"TA394","a[NX3]([$([CH3]),$([CH2][CH3])])[$([CH3]),$([CH2][CH3])]","A9592","Genotoxic carcinogenicity, mutagenicity","Tertiary aromatic amines ","Ar = any aromatic/heteroaromatic ring; R = methyl, ethyl or activated methyl or ethyl","-","-","-","-","","15935536","2005 Bailey"
"TA395","[$([a!r0][NX3;H1][CX3;H1](=[OX1])),$([a!r0][NX3;H1][CX3](=[OX1])[CH3])]","A9592","Genotoxic carcinogenicity, mutagenicity","Secondary aromatic acetamides and formamides","Ar = any aromatic/heteroaromatic ring; R = H, methyl or activated methyl","-","-","-","","","15935536","2005 Bailey"
"TA396","[a!r0][$([NX3+](=[OX1])[O-]),$([NX3](=O)(=O))]","A9592","Genotoxic carcinogenicity, mutagenicity","Nitroarenes","Ar = any aromatic/heteroaromatic ring","-","-","-","","","15935536","2005 Bailey"
"TA397","[a!r0][NX2]=[OX1]","A9592","Genotoxic carcinogenicity, mutagenicity","Nitrosoarenes","Ar = any aromatic/heteroaromatic ring","-","-","-","","","15935536","2005 Bailey"
"TA398","[a!r0][NX3;H1][OX2][#1,#6]","A9592","Genotoxic carcinogenicity, mutagenicity","Arylhydroxylamines","Ar = any aromatic/heteroaromatic ring","-","-","-","","","15935536","2005 Bailey"
"TA399","[NX3]([CX4])([CX4])[NX2]=[OX1]","A9592","Genotoxic carcinogenicity, mutagenicity","N-Nitroso-N-dialkylamines","R = aliphatic carbon","-","-","-","","","15935536","2005 Bailey"
"TA400","[CX4,a!r0][CX3](=[OX1])[NX3]([CX4])[NX2]=[OX1]","A9592","Genotoxic carcinogenicity, mutagenicity","N-Nitroso-N-alkylamides","R = aliphatic carbon or aromatic atom; R1 = aliphatic carbon ","-","-","-","","","15935536","2005 Bailey"
"TA401","[OX1]=[NX2][NX3]([CX4])[CX3](=[OX1])[NX3H1][CX4,a!r0]","A9592","Genotoxic carcinogenicity, mutagenicity","N-Nitroso-N-alkylureas","R = aliphatic carbon or aromatic atom; R1 = aliphatic carbon ","-","-","-","","","15935536","2005 Bailey"
"TA402","[OX1]=[NX2][NX3]([CX4])[CX3](=[OX1])[OX2][CX4,a!r0]","A9592","Genotoxic carcinogenicity, mutagenicity","N-Nitroso-N-alkylcarbamates (aka urethanes)","R = aliphatic carbon or aromatic atom; R1 = aliphatic carbon ","-","-","-","","","15935536","2005 Bailey"
"TA403","[OX1]=[NX2][NX3]([CX4])[CX2]#[NX1]","A9592","Genotoxic carcinogenicity, mutagenicity","N-Nitroso-N-alkylnitriles","R = aliphatic carbon ","-","-","-","","","15935536","2005 Bailey"
"TA404","[OX1]=[NX2][NX3]([OH1])[#6]","A9592","Genotoxic carcinogenicity, mutagenicity","N-Nitroso-N-hydroxylamines","R = carbon ","-","-","-","","","15935536","2005 Bailey"
"TA405","[NX3]([$([#1]),$([CX4]),$([a!r0])])([$([CX4!H0]),$([CX4][OH]),$([CX3]=[OX1])])[NX3]([$([#1]),$([CX4]),$([a!r0])])[$([#1]),$([CX4]),$([a!r0])]","A9592","Genotoxic carcinogenicity, mutagenicity","Hydrazines","R = aliphatic carbon or any aromatic atom, but one must possess -H, -OH on ?-C or ?-C=O relative to nitrogen","-","-","-","-","","15935536","2005 Bailey"
"TA406","[$([$([CX4]([*!C])([*!C])([*!C])),$([CX4]([*!C])([*!C])([*!C])[CX4]([*!C])([*!C])([*!C])),$([CX4]([*!C])([*!C])([*!C])[CX4]([*!C])([*!C])[CX4]([*!C])([*!C])([*!C])),$([CX4]([CX4]([*!C])([*!C])([*!C]))([CX4]([*!C])([*!C])([*!C]))([*!C])([*!C])),$([CX4]([*!C])([*!C])([*!C])[CX4]([*!C])([*!C])[CX4]([*!C])([*!C])[CX4]([*!C])([*!C])([*!C])),$([CX4]([*!C])([*!C])([*!C])[CX4]([*!C])([CX4]([*!C])([*!C])([*!C]))[CX4]([*!C])([*!C])([*!C])),$([CX4]([*!C])([*!C])([*!C])[CX4]([*!C])([*!C])[CX4]([*!C])([CX4]([*!C])([*!C])([*!C]))),$([CX4]([CX4]([*!C])([*!C])([*!C]))([CX4]([*!C])([*!C])([*!C]))([CX4]([*!C])([*!C])([*!C]))[*!C])][NX3+](=O)=[NX2][$([CX4]([*!C])([*!C])([*!C])),$([CX4]([*!C])([*!C])([*!C])[CX4]([*!C])([*!C])([*!C])),$([CX4]([*!C])([*!C])([*!C])[CX4]([*!C])([*!C])[CX4]([*!C])([*!C])([*!C])),$([CX4]([CX4]([*!C])([*!C])([*!C]))([CX4]([*!C])([*!C])([*!C]))([*!C])([*!C])),$([CX4]([*!C])([*!C])([*!C])[CX4]([*!C])([*!C])[CX4]([*!C])([*!C])[CX4]([*!C])([*!C])([*!C])),$([CX4]([*!C])([*!C])([*!C])[CX4]([*!C])([CX4]([*!C])([*!C])([*!C]))[CX4]([*!C])([*!C])([*!C])),$([CX4]([*!C])([*!C])([*!C])[CX4]([*!C])([*!C])[CX4]([*!C])([CX4]([*!C])([*!C])([*!C]))),$([CX4]([CX4]([*!C])([*!C])([*!C]))([CX4]([*!C])([*!C])([*!C]))([CX4]([*!C])([*!C])([*!C]))[*!C])]),$([$([CX4]([*!C])([*!C])([*!C])),$([CX4]([*!C])([*!C])([*!C])[CX4]([*!C])([*!C])([*!C])),$([CX4]([*!C])([*!C])([*!C])[CX4]([*!C])([*!C])[CX4]([*!C])([*!C])([*!C])),$([CX4]([CX4]([*!C])([*!C])([*!C]))([CX4]([*!C])([*!C])([*!C]))([*!C])([*!C])),$([CX4]([*!C])([*!C])([*!C])[CX4]([*!C])([*!C])[CX4]([*!C])([*!C])[CX4]([*!C])([*!C])([*!C])),$([CX4]([*!C])([*!C])([*!C])[CX4]([*!C])([CX4]([*!C])([*!C])([*!C]))[CX4]([*!C])([*!C])([*!C])),$([CX4]([*!C])([*!C])([*!C])[CX4]([*!C])([*!C])[CX4]([*!C])([CX4]([*!C])([*!C])([*!C]))),$([CX4]([CX4]([*!C])([*!C])([*!C]))([CX4]([*!C])([*!C])([*!C]))([CX4]([*!C])([*!C])([*!C]))[*!C])][NX3](=O)=[NX2][$([CX4]([*!C])([*!C])([*!C])),$([CX4]([*!C])([*!C])([*!C])[CX4]([*!C])([*!C])([*!C])),$([CX4]([*!C])([*!C])([*!C])[CX4]([*!C])([*!C])[CX4]([*!C])([*!C])([*!C])),$([CX4]([CX4]([*!C])([*!C])([*!C]))([CX4]([*!C])([*!C])([*!C]))([*!C])([*!C])),$([CX4]([*!C])([*!C])([*!C])[CX4]([*!C])([*!C])[CX4]([*!C])([*!C])[CX4]([*!C])([*!C])([*!C])),$([CX4]([*!C])([*!C])([*!C])[CX4]([*!C])([CX4]([*!C])([*!C])([*!C]))[CX4]([*!C])([*!C])([*!C])),$([CX4]([*!C])([*!C])([*!C])[CX4]([*!C])([*!C])[CX4]([*!C])([CX4]([*!C])([*!C])([*!C]))),$([CX4]([CX4]([*!C])([*!C])([*!C]))([CX4]([*!C])([*!C])([*!C]))([CX4]([*!C])([*!C])([*!C]))[*!C])]),$([$([CX4]([*!C])([*!C])([*!C])),$([CX4]([*!C])([*!C])([*!C])[CX4]([*!C])([*!C])([*!C])),$([CX4]([*!C])([*!C])([*!C])[CX4]([*!C])([*!C])[CX4]([*!C])([*!C])([*!C])),$([CX4]([CX4]([*!C])([*!C])([*!C]))([CX4]([*!C])([*!C])([*!C]))([*!C])([*!C])),$([CX4]([*!C])([*!C])([*!C])[CX4]([*!C])([*!C])[CX4]([*!C])([*!C])[CX4]([*!C])([*!C])([*!C])),$([CX4]([*!C])([*!C])([*!C])[CX4]([*!C])([CX4]([*!C])([*!C])([*!C]))[CX4]([*!C])([*!C])([*!C])),$([CX4]([*!C])([*!C])([*!C])[CX4]([*!C])([*!C])[CX4]([*!C])([CX4]([*!C])([*!C])([*!C]))),$([CX4]([CX4]([*!C])([*!C])([*!C]))([CX4]([*!C])([*!C])([*!C]))([CX4]([*!C])([*!C])([*!C]))[*!C])][NX3+]([O-])=[NX2][$([CX4]([*!C])([*!C])([*!C])),$([CX4]([*!C])([*!C])([*!C])[CX4]([*!C])([*!C])([*!C])),$([CX4]([*!C])([*!C])([*!C])[CX4]([*!C])([*!C])[CX4]([*!C])([*!C])([*!C])),$([CX4]([CX4]([*!C])([*!C])([*!C]))([CX4]([*!C])([*!C])([*!C]))([*!C])([*!C])),$([CX4]([*!C])([*!C])([*!C])[CX4]([*!C])([*!C])[CX4]([*!C])([*!C])[CX4]([*!C])([*!C])([*!C])),$([CX4]([*!C])([*!C])([*!C])[CX4]([*!C])([CX4]([*!C])([*!C])([*!C]))[CX4]([*!C])([*!C])([*!C])),$([CX4]([*!C])([*!C])([*!C])[CX4]([*!C])([*!C])[CX4]([*!C])([CX4]([*!C])([*!C])([*!C]))),$([CX4]([CX4]([*!C])([*!C])([*!C]))([CX4]([*!C])([*!C])([*!C]))([CX4]([*!C])([*!C])([*!C]))[*!C])])]","A9592","Genotoxic carcinogenicity, mutagenicity","Azoxy alkane","R = C4 or less","-","-","-","","","15935536","2005 Bailey"
"TA407","[$([CX4]([$([OH]),$(C=O),$([NX3])])([!F!Cl!Br!I!C])([*!$(C)])[CH2][F,Cl,Br,I]),$([CX4]([!F!Cl!Br!I!C])([!F!Cl!Br!I!C])([*!$(C)])[CX4]([$([OH]),$(C=O),$([NX3])])([*!$(C)])[CH2][F,Cl,Br,I]),$([CX4]([!F!Cl!Br!I!C])([!F!Cl!Br!I!C])([*!$(C)])[CX4]([!F!Cl!Br!I!C])([*!$(C)])[CX4]([$([OH]),$(C=O),$([NX3])])([*!$(C)])[CH2][F,Cl,Br,I]),$([CX4]([CX4]([!F!Cl!Br!I!C])([!F!Cl!Br!I!C])[*!$(C)])([CX4]([!F!Cl!Br!I!C])([!F!Cl!Br!I!C])[*!$(C)])([$([OH]),$(C=O),$([NX3])])[CH2][F,Cl,Br,I]),$([CX4]([!F!Cl!Br!I!C])([!F!Cl!Br!I!C])([*!$(C)])[CX4]([!F!Cl!Br!I!C])([*!$(C)])[CX4]([!F!Cl!Br!I!C])([*!$(C)])[CX4]([*!$(C)])([$([OH]),$(C=O),$([NX3])])[CH2][F,Cl,Br,I]),$([CX4]([!F!Cl!Br!I!C])([!F!Cl!Br!I!C])([*!$(C)])[CX4]([*!$(C)])([CX4]([!F!Cl!Br!I!C])([!F!Cl!Br!I!C])([*!$(C)]))[CX4]([*!$(C)])([$([OH]),$(C=O),$([NX3])])[CH2][F,Cl,Br,I]),$([CX4]([CX4]([!F!Cl!Br!I!C])([!F!Cl!Br!I!C])[*!$(C)])([CX4]([!F!Cl!Br!I!C])([!F!Cl!Br!I!C])[*!$(C)])([CX4]([!F!Cl!Br!I!C])([!F!Cl!Br!I!C])[*!$(C)])[CH2][F,Cl,Br,I]),$([CX4]([!F!Cl!Br!I!C])([!F!Cl!Br!I!C])([*!$(C)])[CX4]([!F!Cl!Br!I!C])([*!$(C)])[CX4]([CX4]([!F!Cl!Br!I!C])([!F!Cl!Br!I!C])([*!$(C)]))([$([OH]),$(C=O),$([NX3])])[CH2][F,Cl,Br,I])]","A9592","Genotoxic carcinogenicity, mutagenicity","Aliphatic halides","R = C4 or less and containing activating group; not more than one -X per C; X = F, Cl, Br, I","-","-","-","","","15935536","2005 Bailey"
"TA408","[a!r0][CH2][Cl,Br,I]","A9592","Genotoxic carcinogenicity, mutagenicity","Benzylic halides","Ar = any aromatic/heteroaromatic ring; X = Cl, Br, I","-","-","-","","","15935536","2005 Bailey"
"TA409","[CX4]1[OX2,NX3][CX4]1","A9592","Genotoxic carcinogenicity, mutagenicity","Oxiranes and aziridines","R = any atom/ group","-","-","-","","","15935536","2005 Bailey"
"TA410","[OX2]1[CX4][CX4][CX3]1(=[OX1])","A9592","Genotoxic carcinogenicity, mutagenicity","Propiolactones","","-","-","-","","","15935536","2005 Bailey"
"TA411","[$([CX4,a!r0][Sv6X4](=[OX1])(=[OX1])[OX2][$([CH3]),$([CH2][CH3])]),$([CX4,a!r0][OX2][Sv6X4](=[OX1])(=[OX1])[OX2][$([CH3]),$([CH2][CH3])])]","A9592","Genotoxic carcinogenicity, mutagenicity","Alkyl esters of sulfonic and sulphuric acids ","R = aliphatic carbon or any aromatic atom; R1 = methy, ethyl","-","-","-","","","15935536","2005 Bailey"
"TA412","[$([CX4,a!r0][Pv5X4](=[OX1])([OX2][$([CH3]),$([CH2][CH3])])[OX2][$([CH3]),$([CH2][CH3])]),$([CX4,#1][OX2][Pv5X4](=[OX1])([OX2][CX4,#1])[OX2][$([CH3]),$([CH2][CH3])])]","A9592","Genotoxic carcinogenicity, mutagenicity","Alkyl esters of phosphonic and phosphoric acids ","R = aliphatic carbon or any aromatic atom; R1 = methy, ethyl; R2 = H, aliphatic carbon","-","-","-","","","15935536","2005 Bailey"
"TA413","[CX4][OX2][Pv5X4](=[SX1])([OX2][CX4,#1])[OX2][$([CH3]),$([CH2][CH3])]","A9592","Genotoxic carcinogenicity, mutagenicity","Mixed alkyl esters of thiophosphoric acid","R = aliphatic carbon or any aromatic atom; R1 = methy, ethyl","-","-","-","","","15935536","2005 Bailey"
"TA414","[NX3]([#1,#6])([#1,#6])[CH2][CH2][Cl,Br,I,F]","A9592","Genotoxic carcinogenicity, mutagenicity","Haloethylamines","R = hydrogen or carbon atom; X = F, Cl, Br, I","-","-","-","","","15935536","2005 Bailey"
